case_id,crime_id,case_status,investigation_days,fine_amount,court_status,case_priority
CASE004474,C004474,Pending,201,90307,Closed,Medium
CASE004475,C004475,Solved,55,97780,Hearing,High
CASE004476,C004476,Solved,16,72346,Ongoing,Low
CASE004477,C004477,Solved,59,5121,Hearing,Medium
CASE004478,C004478,Solved,299,94846,Closed,Medium
CASE004479,C004479,Solved,164,47612,Ongoing,Medium
CASE004480,C004480,Solved,84,1324,Ongoing,Medium
CASE004481,C004481,Under Investigation,158,45079,Closed,High
CASE004482,C004482,Solved,22,1006,Closed,Medium
CASE004483,C004483,Solved,266,92029,Hearing,Low
CASE004484,C004484,Under Investigation,175,16114,Hearing,Medium
CASE004485,C004485,Solved,243,9738,Ongoing,Low
CASE004486,C004486,Pending,276,23962,Hearing,Medium
CASE004487,C004487,Solved,34,72090,Hearing,Medium
CASE004488,C004488,Solved,212,36802,Closed,Medium
CASE004489,C004489,Pending,45,49786,Hearing,Low
CASE004490,C004490,Solved,186,75592,Ongoing,Medium
CASE004491,C004491,Pending,243,22559,Hearing,High
CASE004492,C004492,Pending,258,63618,Ongoing,Medium
CASE004493,C004493,Solved,166,85357,Closed,Medium
CASE004494,C004494,Under Investigation,342,26399,Hearing,High
CASE004495,C004495,Solved,319,13685,Hearing,Medium
CASE004496,C004496,Solved,364,94057,Ongoing,Medium
CASE004497,C004497,Solved,297,48331,Closed,Low
CASE004498,C004498,Solved,256,19207,Hearing,High
CASE004499,C004499,Solved,160,63251,Closed,High
CASE004500,C004500,Under Investigation,76,82023,Hearing,Low
CASE004501,C004501,Pending,156,38477,Hearing,Low
CASE004502,C004502,Pending,205,12640,Closed,High
CASE004503,C004503,Solved,222,93147,Closed,Medium
CASE004504,C004504,Under Investigation,339,65236,Closed,Low
CASE004505,C004505,Under Investigation,313,11725,Closed,High
CASE004506,C004506,Solved,276,4484,Ongoing,High
CASE004507,C004507,Solved,75,53859,Ongoing,Low
CASE004508,C004508,Solved,36,14006,Hearing,Low
CASE004509,C004509,Solved,277,93370,Closed,Low
CASE004510,C004510,Pending,260,81006,Closed,Medium
CASE004511,C004511,Solved,115,81006,Hearing,Medium
CASE004512,C004512,Pending,105,29971,Closed,Medium
CASE004513,C004513,Solved,326,2779,Hearing,High
CASE004514,C004514,Solved,216,73200,Ongoing,High
CASE004515,C004515,Solved,230,1514,Closed,Low
CASE004516,C004516,Pending,241,15266,Closed,Low
CASE004517,C004517,Solved,192,85378,Closed,Low
CASE004518,C004518,Solved,310,39134,Hearing,High
CASE004519,C004519,Pending,321,80689,Closed,High
CASE004520,C004520,Solved,36,52142,Ongoing,Low
CASE004521,C004521,Pending,313,36646,Ongoing,Medium
CASE004522,C004522,Solved,292,57044,Closed,Medium
CASE004523,C004523,Under Investigation,149,40890,Ongoing,Low
CASE004524,C004524,Solved,163,55205,Ongoing,Medium
CASE004525,C004525,Solved,187,30896,Closed,Medium
CASE004526,C004526,Solved,201,23528,Hearing,High
CASE004527,C004527,Under Investigation,137,15409,Closed,Medium
CASE004528,C004528,Solved,338,67930,Ongoing,High
CASE004529,C004529,Under Investigation,299,28149,Closed,Low
CASE004530,C004530,Solved,351,38139,Ongoing,Medium
CASE004531,C004531,Solved,313,99721,Hearing,Low
CASE004532,C004532,Pending,18,78990,Hearing,High
CASE004533,C004533,Under Investigation,237,6181,Hearing,Medium
CASE004534,C004534,Solved,63,77927,Closed,Low
CASE004535,C004535,Solved,121,25691,Ongoing,Medium
CASE004536,C004536,Pending,364,89413,Hearing,Medium
CASE004537,C004537,Under Investigation,259,34638,Closed,High
CASE004538,C004538,Solved,67,17381,Ongoing,High
CASE004539,C004539,Pending,186,92526,Ongoing,Low
CASE004540,C004540,Solved,168,88747,Hearing,High
CASE004541,C004541,Solved,169,89768,Ongoing,High
CASE004542,C004542,Solved,141,46686,Hearing,Low
CASE004543,C004543,Pending,176,20273,Hearing,Medium
CASE004544,C004544,Solved,23,20458,Hearing,Medium
CASE004545,C004545,Pending,202,60527,Closed,Medium
CASE004546,C004546,Solved,253,40625,Ongoing,High
CASE004547,C004547,Pending,253,14090,Ongoing,Medium
CASE004548,C004548,Pending,91,86783,Ongoing,Medium
CASE004549,C004549,Solved,131,81241,Hearing,Medium
CASE004550,C004550,Solved,295,12885,Hearing,Low
CASE004551,C004551,Solved,255,86710,Closed,High
CASE004552,C004552,Solved,54,64695,Hearing,Low
CASE004553,C004553,Solved,244,83132,Closed,Low
CASE004554,C004554,Under Investigation,280,45547,Hearing,Medium
CASE004555,C004555,Solved,32,23332,Hearing,Medium
CASE004556,C004556,Pending,233,54830,Ongoing,Medium
CASE004557,C004557,Solved,201,51531,Hearing,Low
CASE004558,C004558,Solved,83,19365,Closed,High
CASE004559,C004559,Under Investigation,130,45395,Closed,Medium
CASE004560,C004560,Under Investigation,212,98782,Hearing,Medium
CASE004561,C004561,Solved,313,45737,Ongoing,High
CASE004562,C004562,Under Investigation,215,22759,Closed,Low
CASE004563,C004563,Solved,165,44369,Hearing,High
CASE004564,C004564,Solved,197,46058,Hearing,Medium
CASE004565,C004565,Under Investigation,77,81563,Closed,High
CASE004566,C004566,Solved,102,31065,Ongoing,High
CASE004567,C004567,Under Investigation,57,56363,Hearing,High
CASE004568,C004568,Pending,226,95850,Ongoing,Medium
CASE004569,C004569,Solved,169,2977,Ongoing,Medium
CASE004570,C004570,Solved,235,36682,Ongoing,Medium
CASE004571,C004571,Solved,329,5286,Closed,Medium
CASE004572,C004572,Solved,287,65262,Ongoing,Low
CASE004573,C004573,Solved,205,74725,Ongoing,High
CASE004574,C004574,Pending,247,11600,Closed,Medium
CASE004575,C004575,Solved,328,21234,Closed,High
CASE004576,C004576,Solved,269,7852,Closed,Low
CASE004577,C004577,Solved,335,10352,Ongoing,High
CASE004578,C004578,Pending,100,5978,Hearing,Medium
CASE004579,C004579,Solved,214,12415,Hearing,High
CASE004580,C004580,Under Investigation,354,89499,Closed,High
CASE004581,C004581,Pending,262,77706,Ongoing,Low
CASE004582,C004582,Solved,38,37681,Hearing,High
CASE004583,C004583,Solved,256,55768,Hearing,High
CASE004584,C004584,Under Investigation,83,60257,Hearing,Medium
CASE004585,C004585,Solved,311,90700,Ongoing,Medium
CASE004586,C004586,Pending,28,25213,Hearing,Low
CASE004587,C004587,Solved,161,43855,Closed,Medium
CASE004588,C004588,Solved,12,13641,Closed,Low
CASE004589,C004589,Solved,204,48631,Closed,Medium
CASE004590,C004590,Solved,104,10314,Ongoing,Medium
CASE004591,C004591,Solved,247,4631,Hearing,Low
CASE004592,C004592,Solved,191,4504,Closed,Low
CASE004593,C004593,Under Investigation,313,47706,Ongoing,Medium
CASE004594,C004594,Solved,172,79642,Ongoing,Low
CASE004595,C004595,Under Investigation,19,75726,Ongoing,Low
CASE004596,C004596,Solved,7,60856,Closed,Medium
CASE004597,C004597,Solved,123,95333,Closed,High
CASE004598,C004598,Under Investigation,192,27843,Closed,Low
CASE004599,C004599,Under Investigation,352,55230,Ongoing,Low
CASE004600,C004600,Under Investigation,8,40117,Closed,Medium
CASE004601,C004601,Under Investigation,242,2674,Closed,Low
CASE004602,C004602,Pending,48,92846,Closed,Medium
CASE004603,C004603,Pending,274,5123,Hearing,High
CASE004604,C004604,Solved,269,71737,Hearing,Low
CASE004605,C004605,Pending,281,20326,Hearing,Medium
CASE004606,C004606,Solved,75,54962,Closed,Low
CASE004607,C004607,Solved,77,77561,Ongoing,Medium
CASE004608,C004608,Under Investigation,243,69654,Hearing,Low
CASE004609,C004609,Solved,226,69097,Ongoing,High
CASE004610,C004610,Solved,301,17982,Hearing,Medium
CASE004611,C004611,Under Investigation,268,70751,Ongoing,High
CASE004612,C004612,Solved,272,83206,Ongoing,High
CASE004613,C004613,Pending,45,39861,Ongoing,Medium
CASE004614,C004614,Solved,284,74854,Ongoing,Medium
CASE004615,C004615,Pending,284,2203,Hearing,Low
CASE004616,C004616,Solved,86,62925,Hearing,Medium
CASE004617,C004617,Pending,122,6669,Closed,High
CASE004618,C004618,Solved,101,3018,Ongoing,Medium
CASE004619,C004619,Under Investigation,361,41312,Ongoing,Medium
CASE004620,C004620,Pending,73,78819,Closed,Medium
CASE004621,C004621,Pending,77,46440,Closed,Medium
CASE004622,C004622,Solved,153,34374,Hearing,Medium
CASE004623,C004623,Solved,96,30471,Closed,Low
CASE004624,C004624,Pending,135,99439,Ongoing,High
CASE004625,C004625,Solved,265,33977,Closed,Medium
CASE004626,C004626,Solved,266,72236,Hearing,Low
CASE004627,C004627,Solved,254,13842,Ongoing,High
CASE004628,C004628,Solved,184,94335,Closed,Low
CASE004629,C004629,Solved,24,52512,Ongoing,Low
CASE004630,C004630,Pending,239,34648,Hearing,High
CASE004631,C004631,Solved,31,18916,Hearing,High
CASE004632,C004632,Under Investigation,29,65329,Hearing,High
CASE004633,C004633,Solved,9,17073,Ongoing,High
CASE004634,C004634,Pending,93,1064,Closed,Low
CASE004635,C004635,Solved,260,89458,Closed,High
CASE004636,C004636,Under Investigation,357,68699,Ongoing,Low
CASE004637,C004637,Solved,73,16828,Closed,Medium
CASE004638,C004638,Solved,203,36343,Hearing,Low
CASE004639,C004639,Solved,8,86321,Closed,Medium
CASE004640,C004640,Under Investigation,267,25441,Hearing,Medium
CASE004641,C004641,Solved,28,94698,Hearing,High
CASE004642,C004642,Pending,255,90717,Hearing,Low
CASE004643,C004643,Solved,117,58471,Hearing,Medium
CASE004644,C004644,Solved,47,91938,Closed,Low
CASE004645,C004645,Solved,322,38233,Closed,Low
CASE004646,C004646,Pending,208,49177,Ongoing,Medium
CASE004647,C004647,Solved,162,3429,Hearing,Low
CASE004648,C004648,Solved,177,17126,Closed,Low
CASE004649,C004649,Solved,173,44835,Closed,Medium
CASE004650,C004650,Solved,239,50308,Closed,Low
CASE004651,C004651,Solved,156,43485,Closed,Medium
CASE004652,C004652,Pending,363,29083,Hearing,Low
CASE004653,C004653,Solved,152,11789,Closed,Low
CASE004654,C004654,Under Investigation,165,19671,Hearing,Low
CASE004655,C004655,Pending,87,56914,Hearing,High
CASE004656,C004656,Under Investigation,358,44804,Hearing,Medium
CASE004657,C004657,Solved,41,58458,Closed,Medium
CASE004658,C004658,Pending,114,32011,Ongoing,Low
CASE004659,C004659,Pending,104,83254,Hearing,Medium
CASE004660,C004660,Solved,261,93769,Ongoing,Low
CASE004661,C004661,Solved,35,60733,Hearing,Low
CASE004662,C004662,Solved,102,84399,Ongoing,Low
CASE004663,C004663,Solved,76,42172,Closed,Low
CASE004664,C004664,Solved,269,60006,Hearing,Low
CASE004665,C004665,Solved,324,6077,Closed,Medium
CASE004666,C004666,Solved,239,64204,Hearing,High
CASE004667,C004667,Pending,26,9836,Ongoing,Low
CASE004668,C004668,Solved,73,95613,Ongoing,High
CASE004669,C004669,Solved,74,6427,Closed,Medium
CASE004670,C004670,Solved,52,13905,Ongoing,High
CASE004671,C004671,Solved,34,94048,Hearing,Medium
CASE004672,C004672,Solved,60,57977,Closed,Low
CASE004673,C004673,Solved,56,23757,Closed,Medium
CASE004674,C004674,Solved,260,11815,Hearing,Medium
CASE004675,C004675,Solved,160,31601,Closed,High
CASE004676,C004676,Solved,80,74152,Hearing,High
CASE004677,C004677,Under Investigation,244,64891,Closed,Low
CASE004678,C004678,Solved,255,75670,Hearing,Medium
CASE004679,C004679,Under Investigation,72,8672,Closed,High
CASE004680,C004680,Pending,66,22441,Hearing,High
CASE004681,C004681,Solved,318,80400,Ongoing,Medium
CASE004682,C004682,Solved,239,89580,Ongoing,Low
CASE004683,C004683,Solved,160,97047,Closed,Medium
CASE004684,C004684,Pending,158,20893,Closed,Low
CASE004685,C004685,Pending,343,1733,Closed,Low
CASE004686,C004686,Solved,193,63901,Hearing,Low
CASE004687,C004687,Solved,61,47574,Hearing,High
CASE004688,C004688,Solved,163,46942,Ongoing,Medium
CASE004689,C004689,Under Investigation,41,39471,Ongoing,Low
CASE004690,C004690,Pending,98,65084,Closed,High
CASE004691,C004691,Solved,238,43710,Closed,Low
CASE004692,C004692,Solved,18,40055,Closed,Low
CASE004693,C004693,Under Investigation,339,19552,Ongoing,High
CASE004694,C004694,Solved,104,40675,Closed,High
CASE004695,C004695,Solved,262,51518,Closed,Medium
CASE004696,C004696,Solved,185,60727,Ongoing,High
CASE004697,C004697,Solved,135,83359,Closed,Medium
CASE004698,C004698,Solved,18,81496,Ongoing,High
CASE004699,C004699,Solved,96,77386,Hearing,High
CASE004700,C004700,Pending,352,69337,Hearing,High
CASE004701,C004701,Under Investigation,219,41675,Closed,Low
CASE004702,C004702,Pending,140,7032,Ongoing,High
CASE004703,C004703,Under Investigation,111,21588,Hearing,High
CASE004704,C004704,Under Investigation,268,50016,Closed,High
CASE004705,C004705,Under Investigation,277,67324,Hearing,Low
CASE004706,C004706,Solved,208,41240,Ongoing,Medium
CASE004707,C004707,Pending,216,98583,Closed,Low
CASE004708,C004708,Solved,125,47164,Ongoing,Low
CASE004709,C004709,Solved,24,71574,Closed,Medium
CASE004710,C004710,Solved,361,53112,Hearing,Low
CASE004711,C004711,Solved,154,42660,Ongoing,Low
CASE004712,C004712,Solved,118,43211,Closed,High
CASE004713,C004713,Solved,289,36724,Closed,Low
CASE004714,C004714,Pending,228,33357,Hearing,Low
CASE004715,C004715,Solved,88,14193,Hearing,Low
CASE004716,C004716,Under Investigation,53,7604,Closed,High
CASE004717,C004717,Pending,265,79338,Hearing,Low
CASE004718,C004718,Pending,79,12992,Hearing,Medium
CASE004719,C004719,Solved,149,44192,Ongoing,High
CASE004720,C004720,Solved,346,2804,Hearing,Low
CASE004721,C004721,Under Investigation,5,18002,Ongoing,High
CASE004722,C004722,Solved,332,68259,Hearing,Medium
CASE004723,C004723,Under Investigation,139,30561,Closed,Medium
CASE004724,C004724,Solved,347,75096,Closed,High
CASE004725,C004725,Pending,193,19366,Ongoing,Low
CASE004726,C004726,Solved,268,27780,Ongoing,Medium
CASE004727,C004727,Solved,43,97221,Hearing,High
CASE004728,C004728,Solved,302,34452,Closed,Low
CASE004729,C004729,Solved,268,37409,Closed,Low
CASE004730,C004730,Under Investigation,193,62108,Hearing,High
CASE004731,C004731,Solved,283,33555,Closed,Medium
CASE004732,C004732,Under Investigation,301,78621,Closed,Medium
CASE004733,C004733,Solved,64,42505,Ongoing,High
CASE004734,C004734,Solved,306,69163,Closed,High
CASE004735,C004735,Solved,117,90046,Hearing,High
CASE004736,C004736,Solved,334,46632,Ongoing,High
CASE004737,C004737,Solved,303,11508,Closed,High
CASE004738,C004738,Solved,236,55892,Hearing,Low
CASE004739,C004739,Pending,275,23433,Hearing,Low
CASE004740,C004740,Solved,96,4137,Closed,Medium
CASE004741,C004741,Solved,281,55556,Ongoing,Low
CASE004742,C004742,Solved,245,99969,Ongoing,High
CASE004743,C004743,Pending,20,89948,Closed,Low
CASE004744,C004744,Solved,214,39905,Ongoing,High
CASE004745,C004745,Pending,243,34937,Closed,Medium
CASE004746,C004746,Solved,204,5499,Closed,Medium
CASE004747,C004747,Solved,221,30131,Ongoing,High
CASE004748,C004748,Under Investigation,91,53143,Hearing,High
CASE004749,C004749,Solved,328,24444,Closed,Medium
CASE004750,C004750,Pending,212,1654,Ongoing,Low
CASE004751,C004751,Solved,293,76276,Ongoing,Low
CASE004752,C004752,Solved,361,55596,Ongoing,Medium
CASE004753,C004753,Solved,78,55770,Closed,Low
CASE004754,C004754,Under Investigation,71,33202,Hearing,Low
CASE004755,C004755,Solved,141,4161,Hearing,Medium
CASE004756,C004756,Under Investigation,233,28090,Ongoing,Medium
CASE004757,C004757,Solved,343,47659,Closed,Low
CASE004758,C004758,Solved,78,70984,Ongoing,High
CASE004759,C004759,Solved,275,85860,Closed,Medium
CASE004760,C004760,Solved,204,67202,Closed,Medium
CASE004761,C004761,Under Investigation,272,19226,Ongoing,High
CASE004762,C004762,Pending,284,50096,Hearing,Medium
CASE004763,C004763,Solved,24,27723,Ongoing,Low
CASE004764,C004764,Under Investigation,355,25012,Closed,Low
CASE004765,C004765,Solved,138,29894,Closed,High
CASE004766,C004766,Solved,45,49199,Closed,Low
CASE004767,C004767,Pending,105,52945,Ongoing,High
CASE004768,C004768,Solved,336,12286,Closed,High
CASE004769,C004769,Under Investigation,257,68746,Ongoing,Low
CASE004770,C004770,Solved,184,19283,Hearing,Medium
CASE004771,C004771,Solved,217,50383,Hearing,High
CASE004772,C004772,Solved,117,13138,Hearing,Medium
CASE004773,C004773,Solved,305,51648,Ongoing,Medium
CASE004774,C004774,Under Investigation,103,28778,Ongoing,Medium
CASE004775,C004775,Solved,339,5610,Ongoing,High
CASE004776,C004776,Solved,308,47838,Hearing,Medium
CASE004777,C004777,Pending,25,31049,Ongoing,Low
CASE004778,C004778,Solved,150,3636,Closed,Low
CASE004779,C004779,Solved,99,67799,Closed,Medium
CASE004780,C004780,Solved,195,42504,Hearing,Low
CASE004781,C004781,Solved,12,44079,Ongoing,Low
CASE004782,C004782,Solved,228,25437,Closed,Medium
CASE004783,C004783,Under Investigation,146,9023,Closed,Low
CASE004784,C004784,Solved,109,73403,Hearing,Low
CASE004785,C004785,Under Investigation,162,23899,Hearing,Medium
CASE004786,C004786,Under Investigation,278,50660,Ongoing,High
CASE004787,C004787,Pending,111,33303,Closed,High
CASE004788,C004788,Pending,183,30443,Closed,Medium
CASE004789,C004789,Under Investigation,269,45710,Ongoing,Medium
CASE004790,C004790,Under Investigation,20,25903,Closed,Low
CASE004791,C004791,Pending,26,81431,Hearing,Medium
CASE004792,C004792,Solved,194,76437,Closed,High
CASE004793,C004793,Solved,87,72976,Closed,High
CASE004794,C004794,Solved,123,7716,Hearing,High
CASE004795,C004795,Solved,105,72995,Ongoing,Low
CASE004796,C004796,Solved,53,96101,Ongoing,Low
CASE004797,C004797,Solved,170,79616,Ongoing,Medium
CASE004798,C004798,Under Investigation,252,37191,Hearing,Low
CASE004799,C004799,Solved,150,44411,Ongoing,Medium
CASE004800,C004800,Under Investigation,17,19662,Ongoing,Low
CASE004801,C004801,Solved,238,8841,Ongoing,Medium
CASE004802,C004802,Solved,22,23167,Hearing,Medium
CASE004803,C004803,Solved,192,94586,Hearing,High
CASE004804,C004804,Under Investigation,128,46272,Hearing,Medium
CASE004805,C004805,Under Investigation,58,45745,Hearing,Low
CASE004806,C004806,Solved,167,15359,Ongoing,High
CASE004807,C004807,Under Investigation,362,14460,Hearing,High
CASE004808,C004808,Solved,251,13896,Ongoing,Low
CASE004809,C004809,Solved,354,71513,Ongoing,Low
CASE004810,C004810,Solved,210,37539,Hearing,High
CASE004811,C004811,Under Investigation,138,90587,Ongoing,Low
CASE004812,C004812,Pending,163,43535,Closed,Medium
CASE004813,C004813,Under Investigation,210,89967,Ongoing,Low
CASE004814,C004814,Solved,16,98673,Hearing,High
CASE004815,C004815,Solved,162,49619,Closed,Low
CASE004816,C004816,Solved,43,40364,Ongoing,High
CASE004817,C004817,Pending,232,93333,Ongoing,Low
CASE004818,C004818,Solved,358,12251,Closed,High
CASE004819,C004819,Under Investigation,255,65757,Closed,High
CASE004820,C004820,Under Investigation,153,3288,Closed,Medium
CASE004821,C004821,Under Investigation,317,34525,Ongoing,Medium
CASE004822,C004822,Under Investigation,131,17871,Hearing,Low
CASE004823,C004823,Under Investigation,268,47528,Hearing,High
CASE004824,C004824,Solved,314,96075,Closed,Medium
CASE004825,C004825,Solved,265,8770,Ongoing,High
CASE004826,C004826,Solved,250,19220,Hearing,Low
CASE004827,C004827,Under Investigation,196,87537,Closed,Low
CASE004828,C004828,Solved,100,17787,Hearing,Medium
CASE004829,C004829,Solved,127,51832,Closed,Medium
CASE004830,C004830,Solved,233,7981,Ongoing,Medium
CASE004831,C004831,Solved,342,19821,Closed,Low
CASE004832,C004832,Solved,200,95089,Closed,Medium
CASE004833,C004833,Under Investigation,83,69626,Ongoing,Low
CASE004834,C004834,Solved,29,15000,Ongoing,High
CASE004835,C004835,Under Investigation,21,52304,Hearing,Low
CASE004836,C004836,Pending,108,48402,Hearing,Low
CASE004837,C004837,Solved,161,8219,Closed,Low
CASE004838,C004838,Under Investigation,154,62965,Hearing,Medium
CASE004839,C004839,Solved,186,23627,Closed,Medium
CASE004840,C004840,Under Investigation,291,12220,Ongoing,Low
CASE004841,C004841,Solved,203,77784,Ongoing,Low
CASE004842,C004842,Solved,219,9312,Ongoing,Medium
CASE004843,C004843,Under Investigation,286,79754,Closed,High
CASE004844,C004844,Solved,364,44458,Closed,Low
CASE004845,C004845,Pending,266,14794,Hearing,Medium
CASE004846,C004846,Solved,320,68567,Hearing,Low
CASE004847,C004847,Solved,289,6890,Hearing,Medium
CASE004848,C004848,Solved,10,26353,Ongoing,High
